id,territorial,fecha_acc,dia_semana_acc,condic_meteor,estado_super,terreno,geometria_acc,tipo_cierre,n_heridos,n_muertos,clase_accidente,hora_acc
206,Valle del Cauca,2017-12-25,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
207,Valle del Cauca,2017-12-22,viernes,Sol,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,100.0
208,Valle del Cauca,2017-12-12,martes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
209,Valle del Cauca,2017-12-11,lunes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Atropello,100.0
210,Valle del Cauca,2017-11-25,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
211,Valle del Cauca,2017-11-18,sabado,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
212,Valle del Cauca,2017-10-25,miercoles,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
213,Valle del Cauca,2017-10-16,lunes,Seca,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
214,Valle del Cauca,2017-10-13,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
215,Valle del Cauca,2017-10-01,domingo,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
216,Valle del Cauca,2017-09-18,lunes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
217,Valle del Cauca,2017-09-14,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
218,Valle del Cauca,2017-09-14,jueves,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
219,Valle del Cauca,2017-08-29,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,2,Choque,100.0
220,Valle del Cauca,2017-08-13,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
221,Valle del Cauca,2017-08-12,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
222,Valle del Cauca,2017-08-06,domingo,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
223,Valle del Cauca,2017-07-30,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
224,Valle del Cauca,2017-07-24,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
225,Valle del Cauca,2017-07-19,miercoles,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
226,Valle del Cauca,2017-07-01,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
227,Valle del Cauca,2017-06-29,jueves,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,100.0
228,Valle del Cauca,2017-06-28,miercoles,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Atropello,100.0
229,Valle del Cauca,2017-06-17,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
230,Valle del Cauca,2017-06-17,sabado,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
231,Valle del Cauca,2017-05-08,lunes,Lluvia,Humeda,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
232,Valle del Cauca,2017-04-10,lunes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
233,Valle del Cauca,2017-04-24,lunes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,100.0
234,Valle del Cauca,2017-01-14,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
235,Valle del Cauca,2017-01-13,viernes,Lluvia,Humeda,Plano,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,100.0
236,Valle del Cauca,2017-03-20,lunes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,1,Atropello,100.0
237,Valle del Cauca,2017-03-19,domingo,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
238,Valle del Cauca,2017-02-18,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
239,Valle del Cauca,2017-03-13,lunes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
240,Valle del Cauca,2017-03-06,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
241,Valle del Cauca,2017-03-01,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
242,Valle del Cauca,2017-02-18,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
243,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
244,Valle del Cauca,2017-03-01,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
245,Valle del Cauca,2017-06-29,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
246,Valle del Cauca,2017-06-24,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
247,Valle del Cauca,2017-06-09,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
248,Valle del Cauca,2017-06-09,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
249,Valle del Cauca,2017-06-06,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
250,Valle del Cauca,2017-02-16,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
251,Valle del Cauca,2017-05-28,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
252,Valle del Cauca,2017-05-27,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,7,0,Choque,100.0
253,Valle del Cauca,2017-05-20,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
254,Valle del Cauca,2017-05-18,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
255,Valle del Cauca,2017-05-17,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
256,Valle del Cauca,2017-05-15,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
257,Valle del Cauca,2017-05-13,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
258,Valle del Cauca,2017-05-06,sabado,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
259,Valle del Cauca,2017-04-27,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,0,0,Choque,100.0
260,Valle del Cauca,2017-04-26,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
261,Valle del Cauca,2017-04-26,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
262,Valle del Cauca,2017-04-26,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
263,Valle del Cauca,2017-04-23,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
264,Valle del Cauca,2017-04-22,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
265,Valle del Cauca,2017-04-20,jueves,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
266,Valle del Cauca,2017-04-19,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
267,Valle del Cauca,2017-04-17,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
268,Valle del Cauca,2017-04-15,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
269,Valle del Cauca,2017-04-15,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
270,Valle del Cauca,2017-04-15,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
271,Valle del Cauca,2017-04-12,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
272,Valle del Cauca,2017-04-07,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
273,Valle del Cauca,2017-04-07,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
274,Valle del Cauca,2017-04-06,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
275,Valle del Cauca,2017-04-05,miercoles,Viento,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
276,Valle del Cauca,2017-03-29,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
277,Valle del Cauca,2017-03-29,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
278,Valle del Cauca,2017-03-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
279,Valle del Cauca,2017-03-22,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
280,Valle del Cauca,2017-03-16,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
281,Valle del Cauca,2017-02-18,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
282,Valle del Cauca,2017-02-17,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
283,Valle del Cauca,2017-02-13,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
284,Valle del Cauca,2017-02-12,domingo,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
285,Valle del Cauca,2017-02-28,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
286,Valle del Cauca,2017-02-24,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
287,Valle del Cauca,2017-02-22,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
288,Valle del Cauca,2017-02-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
289,Valle del Cauca,2017-02-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
290,Valle del Cauca,2017-02-15,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
291,Valle del Cauca,2017-02-11,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
292,Valle del Cauca,2017-02-07,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
293,Valle del Cauca,2017-02-16,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
294,Valle del Cauca,2017-01-29,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
295,Valle del Cauca,2017-01-21,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
296,Valle del Cauca,2017-01-14,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
297,Valle del Cauca,2017-01-13,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
298,Valle del Cauca,2017-01-12,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
299,Valle del Cauca,2017-01-10,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
300,Valle del Cauca,2017-01-09,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
301,Valle del Cauca,2017-01-09,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
302,Valle del Cauca,2017-01-08,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
303,Valle del Cauca,2017-01-01,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
304,Valle del Cauca,2017-06-29,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
305,Valle del Cauca,2017-06-20,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
306,Valle del Cauca,2017-06-20,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Volcamiento,100.0
307,Valle del Cauca,2017-06-14,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
308,Valle del Cauca,2017-06-04,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
309,Valle del Cauca,2017-06-02,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
310,Valle del Cauca,2017-05-29,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
311,Valle del Cauca,2017-05-24,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
312,Valle del Cauca,2017-04-28,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,14,0,Volcamiento,100.0
313,Valle del Cauca,2017-04-25,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
314,Valle del Cauca,2017-04-16,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
315,Valle del Cauca,2017-04-12,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Salida de la vía sin volcarse,100.0
316,Valle del Cauca,2017-04-06,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
317,Valle del Cauca,2017-04-05,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
318,Valle del Cauca,2017-04-03,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
319,Valle del Cauca,2017-04-01,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
320,Valle del Cauca,2017-12-13,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
321,Valle del Cauca,2017-12-04,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,100.0
322,Valle del Cauca,2017-12-15,viernes,Lluvia,Lodo,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,19.0
323,Valle del Cauca,2017-03-23,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
324,Valle del Cauca,2017-03-22,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
325,Valle del Cauca,2017-03-21,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
326,Valle del Cauca,2017-03-20,lunes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
327,Valle del Cauca,2017-03-20,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
328,Valle del Cauca,2017-03-18,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
329,Valle del Cauca,2017-03-17,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
330,Valle del Cauca,2017-03-17,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
331,Valle del Cauca,2017-03-13,lunes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
332,Valle del Cauca,2017-03-08,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
333,Valle del Cauca,2017-03-06,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
334,Valle del Cauca,2017-03-06,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
335,Valle del Cauca,2017-02-18,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,100.0
336,Valle del Cauca,2017-02-14,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
337,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
338,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
339,Valle del Cauca,2017-02-26,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
340,Valle del Cauca,2017-02-21,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,2,0,Choque,100.0
341,Valle del Cauca,2017-02-17,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
342,Valle del Cauca,2017-02-12,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
343,Valle del Cauca,2017-02-07,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
344,Valle del Cauca,2017-10-24,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Volcamiento,100.0
345,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
346,Valle del Cauca,2017-01-31,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
347,Valle del Cauca,2017-01-30,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
348,Valle del Cauca,2017-01-20,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
349,Valle del Cauca,2017-01-18,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
350,Valle del Cauca,2017-01-07,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
351,Valle del Cauca,2017-02-27,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
352,Valle del Cauca,2017-06-24,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,1,0,Volcamiento,100.0
353,Valle del Cauca,2017-06-18,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
354,Valle del Cauca,2017-06-12,lunes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
355,Valle del Cauca,2017-06-05,lunes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,3,0,Choque,100.0
356,Valle del Cauca,2017-06-03,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
357,Valle del Cauca,2017-06-03,sabado,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Atropello,100.0
358,Valle del Cauca,2017-05-25,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
359,Valle del Cauca,2017-05-25,jueves,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
360,Valle del Cauca,2017-05-23,martes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
361,Valle del Cauca,2017-05-22,lunes,Normal,Humeda,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,100.0
